Features,Scores
Semantic_Gazeteers_AvgValence,36.18307417071933
Semantic_Gazeteers_AvgArousal,3.7418103214715543
Semantic_DAL_ANEW_AvgValence,8.545058756153612
Semantic_DAL_ANEW_AvgArousal,0.7710145266130779
Semantic_DAL_ANEW_AvgDominance,0.146054083067041
Semantic_Synesktech_Valence,54.25862017170511
Semantic_Synesktech_HappinessWeight,1.2792154442476773
Semantic_Synesktech_SadnessWeight,13.778162154571683
Semantic_Synesktech_AngerWeight,54.561018213142056
Semantic_Synesktech_FearWeight,23.5333643571428
Semantic_Synesktech_DisgustWeight,22.93401544199733
Semantic_Synesktech_SurpriseWeight,20.82989035652063
Semantic_GI_negativ,32.33204425301654
Semantic_GI_pstv,10.7801406304399
Semantic_GI_strong,15.687442146478656
Semantic_GI_weak,6.655535193563121
Semantic_GI_submit,4.628143235137106
Semantic_GI_pain,4.5770935194409645
Semantic_GI_arousal,5.420701082454551
Semantic_GI_vice,12.87137389884615
Semantic_GI_academ,2.623367298377589
Semantic_GI_doctrin,4.621205974317369
Semantic_GI_econ@,11.535406818769145
Semantic_GI_exch,4.910386992669013
Semantic_GI_exprsv,6.23632554385423
Semantic_GI_legal,5.242745017220786
Semantic_GI_milit,13.161981546055035
Semantic_GI_polit@,8.469827879521766
Semantic_GI_polit,8.706946723181616
Semantic_GI_relig,12.0193124017987
Semantic_GI_coll,11.618072956379663
Semantic_GI_work,8.439136191814626
Semantic_GI_ritual,4.024795037832017
Semantic_GI_male,2.3741694722258906
Semantic_GI_female,3.7603951828417506
Semantic_GI_hu,17.421002287185225
Semantic_GI_social,1.6845568159544144
Semantic_GI_region,2.2485125017747345
Semantic_GI_route,0.6672782514052789
Semantic_GI_land,0.436738041624617
Semantic_GI_sky,1.4322985192883468
Semantic_GI_object,10.458069625785743
Semantic_GI_food,3.1316644646344236
Semantic_GI_comnobj,5.707224414283446
Semantic_GI_natobj,4.3836926002254835
Semantic_GI_bodypt,18.101088209885752
Semantic_GI_comform,6.467103771880309
Semantic_GI_say,1.025642927630074
Semantic_GI_need,5.828643338430265
Semantic_GI_goal,2.5159604447874018
Semantic_GI_means,7.754254978154383
Semantic_GI_persist,1.1079544374224422
Semantic_GI_fail,5.9976517497361055
Semantic_GI_natrpro,16.78340834228489
Semantic_GI_begin,5.673561379143235
Semantic_GI_vary,4.424283937546199
Semantic_GI_increas,3.5372858040650836
Semantic_GI_finish,4.101264499107427
Semantic_GI_stay,3.6933683228591154
Semantic_GI_rise,4.191927528820706
Semantic_GI_exert,15.482757071983002
Semantic_GI_fetch,5.160403921068204
Semantic_GI_fall,0.5834619950986999
Semantic_GI_causal,6.2927857183256855
Semantic_GI_ought,5.551444511846908
Semantic_GI_perceiv,1.8640942142674333
Semantic_GI_compare,2.76677380594033
Semantic_GI_solve,4.678616097048874
Semantic_GI_abs@,8.475271059055789
Semantic_GI_quality,3.0461523503735206
Semantic_GI_quan,4.7255380819277075
Semantic_GI_numb,1.8842859871522908
Semantic_GI_freq,1.0372175764750526
Semantic_GI_time@,2.9417704893650183
Semantic_GI_space,5.654031688166911
Semantic_GI_pos,3.8404372282414765
Semantic_GI_dim,2.9802135247792414
Semantic_GI_rel,3.800260434950396
Semantic_GI_self,8.754601395792985
Semantic_GI_our,2.4623169637807547
Semantic_GI_you,9.69740776063771
Semantic_GI_name,3.9244011738969853
Semantic_GI_yes,5.97930538615699
Semantic_GI_negate,5.668679953788821
Semantic_GI_intrj,7.453568720425102
Semantic_GI_sv,4.874302316251252
Semantic_GI_indadj,6.952056659673264
Semantic_GI_powgain,7.834468568549969
Semantic_GI_powloss,13.455630991402796
Semantic_GI_powcon,18.864093026086728
Semantic_GI_powcoop,2.64037659397802
Semantic_GI_powaupt,15.672013960607961
Semantic_GI_powtot,14.56945661398699
Semantic_GI_rcrelig,11.62911335797408
Semantic_GI_rcgain,2.367910988214195
Semantic_GI_rcends,3.4526062487725144
Semantic_GI_rctot,5.215272828661364
Semantic_GI_rspgain,4.869549644259802
Semantic_GI_rsploss,3.531825858691557
Semantic_GI_rspoth,4.062894933451736
Semantic_GI_rsptot,5.50367643174895
Semantic_GI_affpt,2.867180382187045
Semantic_GI_affoth,14.270959727647911
Semantic_GI_wlbgain,0.4300343210622833
Semantic_GI_wlbloss,13.733111025401186
Semantic_GI_wlbphys,15.698123263299927
Semantic_GI_wlbpsyc,0.2872722993364254
Semantic_GI_wlbpt,22.698385157359237
Semantic_GI_enlends,3.054020094280874
Semantic_GI_enltot,7.804128289080247
Semantic_GI_skltot,2.758241692642161
Semantic_GI_trngain,3.2977904370304074
Semantic_GI_trnloss,9.419018688423396
Semantic_GI_tranlw,3.970133512988006
Semantic_GI_meanslw,5.443587040730694
Semantic_GI_endslw,4.669214734722743
Semantic_GI_arenalw,2.24257598283361
Semantic_GI_ptlw,3.4326222758835865
Semantic_GI_negaff,9.692683433718393
Semantic_GI_posaff,6.569089303812481
Semantic_GI_if,3.6739685200048027
Stylistic_CapitalLetters_cfcl,3.7562275633982494
