feature,weight
Semantic_Gazeteers_AvgValence,0.18135983655317237
Semantic_Gazeteers_AvgArousal,0.043638430703764504
Semantic_DAL_ANEW_AvgValence,0.10375328602422565
Semantic_DAL_ANEW_AvgArousal,0.01650407242489961
Semantic_DAL_ANEW_AvgDominance,0.014871837136500872
Semantic_Synesktech_Valence,0.044738871363477095
Semantic_Synesktech_HappinessWeight,0.034761227177946954
Semantic_Synesktech_SadnessWeight,0.04204476204851399
Semantic_Synesktech_AngerWeight,0.09564161488750605
Semantic_Synesktech_FearWeight,0.05013027531910124
Semantic_Synesktech_DisgustWeight,0.03791954161492648
Semantic_Synesktech_SurpriseWeight,0.01650407242489961
Semantic_GI_negativ,0.07790105463048001
Semantic_GI_pstv,0.035941158797904056
Semantic_GI_strong,0.04064907752604912
Semantic_GI_weak,0.02530406589554851
Semantic_GI_submit,0.01650407242489961
Semantic_GI_pain,0.014871837136500872
Semantic_GI_arousal,0.01650407242489961
Semantic_GI_vice,0.036554455349145185
Semantic_GI_academ,0.014871837136500872
Semantic_GI_doctrin,0.014871837136500872
Semantic_GI_econ@,0.029556335559801132
Semantic_GI_exch,0.014871837136500872
Semantic_GI_exprsv,0.014871837136500872
Semantic_GI_legal,0.01650407242489961
Semantic_GI_milit,0.014871837136500872
Semantic_GI_polit@,0.022849185864958734
Semantic_GI_polit,0.01650407242489961
Semantic_GI_relig,0.01650407242489961
Semantic_GI_coll,0.01650407242489961
Semantic_GI_work,0.026944665724897003
Semantic_GI_ritual,0.01650407242489961
Semantic_GI_male,0.014871837136500872
Semantic_GI_female,0.014871837136500872
Semantic_GI_hu,0.03768121841185846
Semantic_GI_social,0.014871837136500872
Semantic_GI_region,0.014871837136500872
Semantic_GI_route,0.014871837136500872
Semantic_GI_land,0.014871837136500872
Semantic_GI_sky,0.014871837136500872
Semantic_GI_object,0.01650407242489961
Semantic_GI_food,0.014871837136500872
Semantic_GI_comnobj,0.01650407242489961
Semantic_GI_natobj,0.014871837136500872
Semantic_GI_bodypt,0.01650407242489961
Semantic_GI_comform,0.028607863755386466
Semantic_GI_say,0.014871837136500872
Semantic_GI_need,0.01650407242489961
Semantic_GI_goal,0.014871837136500872
Semantic_GI_means,0.01650407242489961
Semantic_GI_persist,0.014871837136500872
Semantic_GI_fail,0.01650407242489961
Semantic_GI_natrpro,0.038811925178833216
Semantic_GI_begin,0.01650407242489961
Semantic_GI_vary,0.014871837136500872
Semantic_GI_increas,0.014871837136500872
Semantic_GI_finish,0.01650407242489961
Semantic_GI_stay,0.014871837136500872
Semantic_GI_rise,0.014871837136500872
Semantic_GI_exert,0.024951021085837622
Semantic_GI_fetch,0.01650407242489961
Semantic_GI_fall,0.014871837136500872
Semantic_GI_causal,0.01650407242489961
Semantic_GI_ought,0.014871837136500872
Semantic_GI_perceiv,0.014871837136500872
Semantic_GI_compare,0.014871837136500872
Semantic_GI_solve,0.01650407242489961
Semantic_GI_abs@,0.01650407242489961
Semantic_GI_quality,0.01650407242489961
Semantic_GI_quan,0.023536841126816203
Semantic_GI_numb,0.014871837136500872
Semantic_GI_freq,0.014871837136500872
Semantic_GI_time@,0.01650407242489961
Semantic_GI_space,0.01650407242489961
Semantic_GI_pos,0.014871837136500872
Semantic_GI_dim,0.01650407242489961
Semantic_GI_rel,0.014871837136500872
Semantic_GI_self,0.027217649499820692
Semantic_GI_our,0.014871837136500872
Semantic_GI_you,0.01650407242489961
Semantic_GI_name,0.014871837136500872
Semantic_GI_yes,0.01650407242489961
Semantic_GI_negate,0.014871837136500872
Semantic_GI_intrj,0.01650407242489961
Semantic_GI_sv,0.01650407242489961
Semantic_GI_indadj,0.01650407242489961
Semantic_GI_powgain,0.014871837136500872
Semantic_GI_powloss,0.01650407242489961
Semantic_GI_powcon,0.022427931611948424
Semantic_GI_powcoop,0.014871837136500872
Semantic_GI_powaupt,0.014871837136500872
Semantic_GI_powtot,0.037405722271652904
Semantic_GI_rcrelig,0.01650407242489961
Semantic_GI_rcgain,0.01650407242489961
Semantic_GI_rcends,0.01650407242489961
Semantic_GI_rctot,0.01650407242489961
Semantic_GI_rspgain,0.01650407242489961
Semantic_GI_rsploss,0.014871837136500872
Semantic_GI_rspoth,0.01650407242489961
Semantic_GI_rsptot,0.01650407242489961
Semantic_GI_affpt,0.014871837136500872
Semantic_GI_affoth,0.024401215095221418
Semantic_GI_wlbgain,0.014871837136500872
Semantic_GI_wlbloss,0.01650407242489961
Semantic_GI_wlbphys,0.03708062588188774
Semantic_GI_wlbpsyc,0.014871837136500872
Semantic_GI_wlbpt,0.01650407242489961
Semantic_GI_enlends,0.014871837136500872
Semantic_GI_enltot,0.01650407242489961
Semantic_GI_skltot,0.014871837136500872
Semantic_GI_trngain,0.014871837136500872
Semantic_GI_trnloss,0.014871837136500872
Semantic_GI_tranlw,0.01650407242489961
Semantic_GI_meanslw,0.014871837136500872
Semantic_GI_endslw,0.01650407242489961
Semantic_GI_arenalw,0.014871837136500872
Semantic_GI_ptlw,0.014871837136500872
Semantic_GI_negaff,0.026191388804088462
Semantic_GI_posaff,0.014871837136500872
Semantic_GI_if,0.01650407242489961
Stylistic_CapitalLetters_cfcl,0.03800385559060635
