feature,index,weight,rank
Semantic_Gazeteers_AvgValence,0,0.18135983655317237,1
Semantic_DAL_ANEW_AvgValence,2,0.10375328602422565,2
Semantic_Synesktech_AngerWeight,8,0.09564161488750605,3
Semantic_GI_negativ,12,0.07790105463048001,4
Semantic_Synesktech_FearWeight,9,0.05013027531910124,5
Semantic_Synesktech_Valence,5,0.044738871363477095,6
Semantic_Gazeteers_AvgArousal,1,0.043638430703764504,7
Semantic_Synesktech_SadnessWeight,7,0.04204476204851399,8
Semantic_GI_strong,14,0.04064907752604912,9
Semantic_GI_natrpro,53,0.038811925178833216,10
Stylistic_CapitalLetters_cfcl,121,0.03800385559060635,11
Semantic_Synesktech_DisgustWeight,10,0.03791954161492648,12
Semantic_GI_hu,35,0.03768121841185846,13
Semantic_GI_powtot,92,0.037405722271652904,14
Semantic_GI_wlbphys,105,0.03708062588188774,15
Semantic_GI_vice,19,0.036554455349145185,16
Semantic_GI_pstv,13,0.035941158797904056,17
Semantic_Synesktech_HappinessWeight,6,0.034761227177946954,18
Semantic_GI_econ@,22,0.029556335559801132,19
Semantic_GI_comform,46,0.028607863755386466,20
Semantic_GI_self,78,0.027217649499820692,21
Semantic_GI_work,31,0.026944665724897003,22
Semantic_GI_negaff,118,0.026191388804088462,23
Semantic_GI_weak,15,0.02530406589554851,24
Semantic_GI_exert,60,0.024951021085837622,25
Semantic_GI_affoth,102,0.024401215095221418,26
Semantic_GI_quan,70,0.023536841126816203,27
Semantic_GI_polit@,27,0.022849185864958734,28
Semantic_GI_powcon,89,0.022427931611948424,29
Semantic_GI_you,80,0.01650407242489961,30
Semantic_GI_yes,82,0.01650407242489961,31
Semantic_Synesktech_SurpriseWeight,11,0.01650407242489961,32
Semantic_GI_dim,76,0.01650407242489961,33
Semantic_GI_space,74,0.01650407242489961,34
Semantic_GI_time@,73,0.01650407242489961,35
Semantic_GI_sv,85,0.01650407242489961,36
Semantic_GI_quality,69,0.01650407242489961,37
Semantic_GI_abs@,68,0.01650407242489961,38
Semantic_GI_solve,67,0.01650407242489961,39
Semantic_GI_causal,63,0.01650407242489961,40
Semantic_GI_intrj,84,0.01650407242489961,41
Semantic_GI_rcgain,94,0.01650407242489961,42
Semantic_GI_indadj,86,0.01650407242489961,43
Semantic_GI_powloss,88,0.01650407242489961,44
Semantic_GI_rcrelig,93,0.01650407242489961,*
Semantic_GI_rcends,95,0.01650407242489961,*
Semantic_GI_rctot,96,0.01650407242489961,*
Semantic_GI_rspgain,97,0.01650407242489961,*
Semantic_GI_rspoth,99,0.01650407242489961,*
Semantic_GI_rsptot,100,0.01650407242489961,*
Semantic_GI_wlbloss,104,0.01650407242489961,*
Semantic_GI_wlbpt,107,0.01650407242489961,*
Semantic_GI_enltot,109,0.01650407242489961,*
Semantic_GI_tranlw,113,0.01650407242489961,*
Semantic_GI_endslw,115,0.01650407242489961,*
Semantic_GI_if,120,0.01650407242489961,*
Semantic_DAL_ANEW_AvgArousal,3,0.01650407242489961,*
Semantic_GI_fetch,61,0.01650407242489961,*
Semantic_GI_polit,28,0.01650407242489961,*
Semantic_GI_need,48,0.01650407242489961,*
Semantic_GI_finish,57,0.01650407242489961,*
Semantic_GI_submit,16,0.01650407242489961,*
Semantic_GI_ritual,32,0.01650407242489961,*
Semantic_GI_coll,30,0.01650407242489961,*
Semantic_GI_bodypt,45,0.01650407242489961,*
Semantic_GI_relig,29,0.01650407242489961,*
Semantic_GI_begin,54,0.01650407242489961,*
Semantic_GI_arousal,18,0.01650407242489961,*
Semantic_GI_fail,52,0.01650407242489961,*
Semantic_GI_comnobj,43,0.01650407242489961,*
Semantic_GI_means,50,0.01650407242489961,*
Semantic_GI_legal,25,0.01650407242489961,*
Semantic_GI_object,41,0.01650407242489961,*
Semantic_GI_wlbgain,103,0.014871837136500872,*
Semantic_GI_stay,58,0.014871837136500872,*
Semantic_GI_milit,26,0.014871837136500872,*
Semantic_GI_affpt,101,0.014871837136500872,*
